

www.scribd.com -- correct 9, fault 2
country commonName validSSL sha256 issuer cipher_mode dns
GB  True a5e4d3d259d6e51e60bca6bfcc348e3f188aa7aa05698e829c5d274e03f3d7db "GlobalSign CloudSSL CA - SHA256 - G3" ECDHE-RSA-AES128-GCM-SHA256 ['185.31.18.175']
country commonName validSSL sha256 issuer cipher_mode dns
NL  True 7501df47435f010fd8ef297a8aea30742b7b5dbe7ce0a3cb995f2b2301ebf2fb "DigiCert SHA2 High Assurance Server CA" ECDHE-RSA-AES128-GCM-SHA256 ['23.235.43.175']
SG  True 7501df47435f010fd8ef297a8aea30742b7b5dbe7ce0a3cb995f2b2301ebf2fb "DigiCert SHA2 High Assurance Server CA" ECDHE-RSA-AES128-GCM-SHA256 ['23.235.47.175']


www.udn.com -- correct 9, fault 2
country commonName validSSL sha256 issuer cipher_mode dns
NL  False 70b2bacae06a6c9babbabbd4325da876f2e8fd5cf2bf6e9a26fb9a255b0a8cb8 "Verizon Akamai SureServer CA G14-SHA2" ECDHE-RSA-AES256-GCM-SHA384 "['88.221.144.194', '88.221.144.216']"
country commonName validSSL sha256 issuer cipher_mode dns
RU  False 20738c340f73a25bc9bd1b56d490048d3a4e92ed1adce37bf97a2483344bea76 "DigiCert Baltimore CA-1 G2" ECDHE-RSA-AES256-GCM-SHA384 "['23.62.99.146', '2.21.243.75']"
TH  False 20738c340f73a25bc9bd1b56d490048d3a4e92ed1adce37bf97a2483344bea76 "DigiCert Baltimore CA-1 G2" ECDHE-RSA-AES256-GCM-SHA384 "['2.21.243.75', '23.62.99.146']"


www.ups.com -- correct 9, fault 2
country commonName validSSL sha256 issuer cipher_mode dns
NL  True 9a3bf91aed35c1fa84d86cef86498296e6a92fcd757e390579254b5a3eb6cfae "COMODO Extended Validation Secure Server CA" ECDHE-RSA-AES256-GCM-SHA384 ['23.217.6.162']
country commonName validSSL sha256 issuer cipher_mode dns
CA  True 7c5faa1911c692f4514c38aea65186156bf8ca861de15ca9f127bb321973db0c "Symantec Class 3 EV SSL CA - G3" ECDHE-RSA-AES256-GCM-SHA384 "['153.2.228.50', '153.2.224.50']"
US  True 7c5faa1911c692f4514c38aea65186156bf8ca861de15ca9f127bb321973db0c "Symantec Class 3 EV SSL CA - G3" ECDHE-RSA-AES256-GCM-SHA384 "['153.2.228.50', '153.2.224.50']"


www.fiverr.com -- correct 7, fault 2
country commonName validSSL sha256 issuer cipher_mode dns
GB  True 650a73d1261d7c5ce8b3b3f9a21440a7e318da54a04beb6447df4b5c0c39274a "GlobalSign CloudSSL CA - SHA256 - G3" ECDHE-RSA-AES128-GCM-SHA256 ['192.33.31.62']
country commonName validSSL sha256 issuer cipher_mode dns
NL  True d1cf0de7c86b0acbf5336a7874924b84977e60a4a87533bb640ac1f3570343c5 "GlobalSign CloudSSL CA - SHA256 - G3" ECDHE-RSA-AES128-GCM-SHA256 ['192.33.31.62']
SG  True d1cf0de7c86b0acbf5336a7874924b84977e60a4a87533bb640ac1f3570343c5 "GlobalSign CloudSSL CA - SHA256 - G3" ECDHE-RSA-AES128-GCM-SHA256 ['103.243.13.62']


